"strain_id","strain_code","tip_label","tiplab","species","origin","environment","species.sp","slope_logchroma_per_mM","intercept_logchroma","r2","l10med_fixed","partial_slope_sd_cu","pace_loglog"
310,"DBVPG_7539","Rhodotorula_kratochvilovae_DBVPG_7539.proteins","Rhodotorula_kratochvilovae_DBVPG_7539","Rhodotorula kratochvilovae","Italy","unknown","Rhodotorula kratochvilovae",-0.00517171241650679,2.10499894082247,0.0111962574020664,3.69812027991118,-0.0483703209041748,0.232842410320049
311,"DBVPG_10383","Rhodotorula_kratochvilovae_DBVPG_10383.proteins","Rhodotorula_kratochvilovae_DBVPG_10383","Rhodotorula kratochvilovae","Italy","soil","Rhodotorula kratochvilovae",-0.0388488265446763,2.55333689663414,0.488001914248561,3.65533538967141,0.0217460410676808,0.502530272645752
312,"DBVPG_6740","Pseudomicrostroma_phylloplanum_DBVPG_6740.proteins","Pseudomicrostroma_phylloplanum_DBVPG_6740","Pseudomicrostroma phylloplanum","Italy","plant","Pseudomicrostroma phylloplanum",-0.0233972833760054,2.65151623375605,0.418573259929775,4.55300671829569,-9.09601730386865e-05,0.31140270115818
313,"DBVPG_5226","Rhodotorula_mucilaginosa_DBVPG_5226.proteins","Rhodotorula_mucilaginosa_DBVPG_5226","Rhodotorula mucilaginosa","Italy","soil","Rhodotorula mucilaginosa",-0.0173626492921452,2.24552826523034,0.195730469314886,4.48659602294935,-0.00546074009859876,0.168271612523983
314,"DBVPG_6081","Rhodotorula_glutinis_DBVPG_6081.proteins","Rhodotorula_glutinis_DBVPG_6081","Rhodotorula glutinis","Italy","air_cloud","Rhodotorula glutinis",-0.00642535081412757,2.0841146981669,0.0165588815817531,4.51266892288159,0.0152975220065823,0.607240500042168
315,"DBVPG_6660","Rhodotorula_mucilaginosa_DBVPG_6660.proteins","Rhodotorula_mucilaginosa_DBVPG_6660","Rhodotorula mucilaginosa","Italy","food","Rhodotorula mucilaginosa",-0.0294279287909081,2.27383492314451,0.451209057692052,4.46468009974221,-0.01533042195476,0.486411047858541
316,"DBVPG_7922","Rhodotorula_evergladensis_DBVPG_7922.proteins","Rhodotorula_evergladensis_DBVPG_7922","Rhodotorula evergladensis","Italy","soil","Rhodotorula evergladensis",-0.0241028927312884,2.4971831687778,0.629043988630593,3.24530997522138,-0.0403732965788933,NA
317,"DBVPG_10619","Rhodotorula_mucilaginosa_DBVPG_10619.proteins","Rhodotorula_mucilaginosa_DBVPG_10619","Rhodotorula mucilaginosa","Italy","plant","Rhodotorula mucilaginosa",-0.032032461699231,2.72522679382738,0.797920786605606,4.43128700498428,-0.00948809414036285,0.448336964302541
318,"DBVPG_6741","Rhodotorula_mucilaginosa_DBVPG_6741.proteins","Rhodotorula_mucilaginosa_DBVPG_6741","Rhodotorula mucilaginosa","Italy","soil","Rhodotorula mucilaginosa",-0.0144448665642985,2.57181706154143,0.807446910086613,4.49721247348601,-0.00519278247721911,0.346867383408566
320,"NRRL_Y-2474","Rhodotorula_graminis_NRRL_Y-2474.proteins","Rhodotorula_graminis_NRRL_Y-2474","Rhodotorula graminis","America","plant","Rhodotorula graminis",-0.00520975252410093,2.07214087852162,0.0124737771600994,3.42142443195947,-0.0981736362992659,0.0931045610446207
321,"NRRL_Y-2504","Rhodotorula_dairenensis_NRRL_Y-2504.proteins","Rhodotorula_dairenensis_NRRL_Y-2504","Rhodotorula dairenensis","America","soil","Rhodotorula dairenensis",-0.0124819344796491,2.47674926189839,0.0992529229145465,4.13354311609761,-0.0144179244862352,0.436749672456514
322,"NRRL_Y-2510","Rhodotorula_mucilaginosa_NRRL_Y-2510.proteins","Rhodotorula_mucilaginosa_NRRL_Y-2510","Rhodotorula mucilaginosa","America","unknown","Rhodotorula mucilaginosa",0.0296210427025331,1.35061664557973,0.239966367520406,4.14488985834481,0.0307227628811359,1.96228286999582
323,"NRRL_Y-7192","Rhodotorula_sphaerocarpa_NRRL_Y-7192.proteins","Rhodotorula_sphaerocarpa_NRRL_Y-7192","Rhodotorula sphaerocarpa","America","unknown","Rhodotorula sphaerocarpa",-0.00766768161063335,2.46307407122766,0.193433245113671,4.30869601094862,0.0177932771371528,0.289169336052291
324,"NRRL_Y-7196","Rhodotorula_diobovata_NRRL_Y-7196.proteins","Rhodotorula_diobovata_NRRL_Y-7196","Rhodotorula diobovata","America","unknown","Rhodotorula diobovata",-0.0401184547376697,2.68696669340347,0.35156413240518,3.67659553950067,-0.0321382478217226,0.171047396103385
325,"NRRL_Y-12923","Rhodotorula_paludigena_NRRL_Y-12923.proteins","Rhodotorula_paludigena_NRRL_Y-12923","Rhodotorula paludigena","America","plant","Rhodotorula paludigena",-0.0322600079421215,2.6267342161619,0.680601493959587,3.51078111683322,-0.0366649426131839,0.394236462044597
326,"NRRL_Y-17376","Rhodotorula_araucariae_NRRL_Y-17376.proteins","Rhodotorula_araucariae_NRRL_Y-17376","Rhodotorula araucariae","America","plant","Rhodotorula araucariae",-0.0111061259435681,2.15329946225013,0.0417166142999468,3.84623292606314,0.0105700100901051,0.317999079604028
NA,NA,"Rhodotorula_mucilaginosa_DH4148.proteins","Rhodotorula_mucilaginosa_DH4148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
